Fecha,Precipitacion_mm,Temperatura_C,Humedad_Relativa_%,Velocidad_Viento_m_s,Humedad_Suelo_Superficie_m3_m3,Humedad_Suelo_Raices_m3_m3,Radiacion_Solar_MJ_m2
2019-08-30,0.3,25.84,59.93,0.1,0.42831675211588544,0.4224554697672526,23.57
2019-08-31,0.14,26.18,57.63,0.51,0.39909998575846356,0.4107685089111328,22.75
2019-09-01,0.44,25.81,57.38,0.29,0.3783957163492839,0.3996664683024089,22.64
2019-09-02,8.98,24.39,73.52,0.39,0.38450177510579425,0.39107513427734375,19.71
2019-09-03,3.42,24.84,67.27,0.14,0.421230951944987,0.3939075469970703,18.63
2019-09-04,0.09,25.56,61.62,0.51,0.408233642578125,0.3942724863688151,21.69
2019-09-05,3.99,23.93,76.18,0.78,0.38807932535807294,0.38861974080403644,16.71
2019-09-06,6.22,24.14,75.35,0.34,0.4226703643798828,0.38963063557942706,18.9
2019-09-07,6.51,25.43,63.22,0.18,0.4218514760335286,0.39262962341308594,21.56
2019-09-08,5.22,25.77,62.48,0.25,0.4302164713541667,0.3996868133544922,20.35
2019-09-09,0.9,25.81,62.72,0.43,0.41990407307942706,0.40305646260579425,21.38
2019-09-10,0.44,25.72,63.48,0.8,0.3941504160563151,0.39645830790201825,21.73
2019-09-11,0.33,25.85,65.8,0.83,0.3742319742838542,0.3881060282389323,22.71
2019-09-12,4.09,25.69,66.85,0.41,0.3663787841796875,0.38012440999348956,17.6
2019-09-13,0.61,25.16,70.17,0.3,0.3791453043619792,0.37647374471028644,17.52
2019-09-14,0.41,25.6,63.28,0.39,0.3626015981038411,0.371578852335612,19.22
2019-09-15,1.09,25.67,64.16,0.51,0.35045750935872394,0.36573155721028644,21.37
2019-09-16,0.29,25.53,63.44,0.54,0.3357232411702474,0.35966237386067706,20.43
2019-09-17,3.82,24.13,74.04,0.41,0.3326333363850911,0.35400390625,18.4
2019-09-18,34.21,22.35,87.75,0.38,0.4144776662190755,0.3671913146972656,13.35
2019-09-19,24.54,21.24,89.63,1.01,0.4662005106608073,0.4516531626383464,10.46
2019-09-20,3.51,21.62,85.67,0.31,0.4634691874186198,0.45315806070963544,8.84
2019-09-21,6.51,21.98,88.92,0.34,0.46326446533203125,0.45013872782389325,13.92
2019-09-22,15.48,22.42,89.74,0.5,0.46450169881184894,0.4562562306722005,16.51
2019-09-23,7.91,22.22,84.03,0.32,0.45985984802246094,0.4564501444498698,16.95
2019-09-24,19.17,22.19,86.51,0.36,0.4725799560546875,0.4705740610758464,16.89
2019-09-25,7.81,22.75,82.03,0.13,0.4537671407063802,0.4606647491455078,16.06
2019-09-26,5.4,22.48,80.53,0.38,0.4699249267578125,0.4626299540201823,16.97
2019-09-27,3.12,23.52,77.57,0.48,0.4593079884847005,0.459286371866862,18.53
2019-09-28,0.62,24.36,71.66,0.89,0.4477793375651042,0.45222028096516925,23.26
2019-09-29,0.63,23.25,77.5,1.15,0.42747243245442706,0.441586176554362,23.46
2019-09-30,0.71,23.3,76.76,0.69,0.4122079213460286,0.43118921915690106,19.51
2019-10-01,3.49,23.13,81.69,0.39,0.4074503580729167,0.4228858947753906,16.41
2019-10-02,14.22,22.94,87.21,0.58,0.4542662302652995,0.4257424672444661,18.26
2019-10-03,3.37,23.25,79.42,0.7,0.46187591552734375,0.45249048868815106,21.54
2019-10-04,0.41,23.62,72.76,0.1,0.4334888458251953,0.4439309438069661,20.2
2019-10-05,1.97,23.61,77.95,0.6,0.42450841267903644,0.4345823923746745,19.84
2019-10-06,0.95,23.71,75.23,0.22,0.4153868357340495,0.4272327423095703,20.43
2019-10-07,1.12,23.44,75.49,0.64,0.40548451741536456,0.4197241465250651,21.35
2019-10-08,2.79,23.3,78.25,0.41,0.3975696563720703,0.41257985432942706,18.85
2019-10-09,9.71,22.69,81.36,0.18,0.41347630818684894,0.41044362386067706,15.67
2019-10-10,7.73,22.03,87.74,0.15,0.43683815002441406,0.4312553405761719,11.41
2019-10-11,8.06,22.3,85.13,0.33,0.46022288004557294,0.4403832753499349,13.57
2019-10-12,9.94,22.15,84.17,0.3,0.459625244140625,0.4516792297363281,11.18
2019-10-13,6.21,23.0,80.12,0.17,0.43006261189778644,0.441500981648763,13.5
2019-10-14,1.96,22.77,77.26,0.11,0.4517250061035156,0.4418474833170573,19.59
2019-10-15,4.33,22.69,80.76,0.94,0.43857447306315106,0.4373982747395833,20.8
2019-10-16,6.06,23.15,77.12,0.22,0.44547780354817706,0.4353516896565755,17.42
2019-10-17,7.91,22.72,80.95,0.42,0.46226946512858075,0.44591522216796875,16.71
2019-10-18,9.22,22.82,80.27,0.5,0.47012583414713544,0.45680999755859375,14.9
2019-10-19,5.44,22.67,77.99,0.55,0.4624290466308594,0.4578412373860677,15.46
2019-10-20,2.16,23.1,73.37,0.17,0.45736440022786456,0.4559059143066406,18.62
2019-10-21,8.63,22.66,83.27,0.2,0.4589576721191406,0.4507331848144531,16.12
2019-10-22,11.45,22.04,86.56,0.23,0.456515630086263,0.4562371571858724,15.59
2019-10-23,6.37,22.23,80.6,0.16,0.440945307413737,0.44730567932128906,20.14
2019-10-24,3.35,22.47,79.49,0.17,0.46120961507161456,0.449588139851888,12.73
2019-10-25,1.14,23.34,75.93,0.12,0.44319915771484375,0.4454975128173828,16.21
2019-10-26,4.64,23.21,79.54,0.16,0.44065221150716144,0.4385795593261719,16.37
2019-10-27,7.23,22.81,85.83,0.83,0.4588419596354167,0.4402974446614583,17.19
2019-10-28,9.14,22.89,86.3,0.79,0.46575355529785156,0.44974835713704425,17.15
2019-10-29,9.65,22.84,83.63,0.73,0.43321482340494794,0.4506104787190755,17.18
2019-10-30,1.82,23.01,80.43,0.79,0.43609873453776044,0.43956883748372394,17.19
2019-10-31,1.69,23.19,80.51,0.85,0.43078041076660156,0.4327780405680339,17.88
2019-11-01,5.03,22.9,82.11,0.71,0.43622779846191406,0.42809422810872394,18.33
2019-11-02,9.81,22.49,87.12,0.63,0.4638773600260417,0.4358367919921875,16.35
2019-11-03,9.93,22.63,86.53,0.81,0.4675788879394531,0.4482542673746745,16.55
2019-11-04,9.63,22.38,87.25,0.99,0.4760945638020833,0.4651610056559245,15.14
2019-11-05,7.19,22.44,82.15,1.22,0.47382672627766925,0.47278467814127606,14.59
2019-11-06,2.65,22.48,79.83,1.37,0.45570945739746094,0.4618612925211589,19.23
2019-11-07,6.05,22.72,84.38,1.06,0.4520486195882161,0.4528878529866536,16.72
2019-11-08,6.53,22.73,82.83,1.21,0.4678548177083333,0.46100934346516925,17.34
2019-11-09,4.74,23.28,83.04,0.61,0.4625701904296875,0.4601014455159505,14.75
2019-11-10,3.82,23.28,84.2,0.57,0.45416895548502606,0.4556407928466797,14.27
2019-11-11,1.89,23.11,81.95,0.9,0.4497241973876953,0.451202392578125,15.79
2019-11-12,7.92,22.68,83.75,0.75,0.4572347005208333,0.4484488169352214,10.43
2019-11-13,12.53,22.68,84.6,0.18,0.4781837463378906,0.4637432098388672,16.0
2019-11-14,14.94,22.65,86.39,0.39,0.4510275522867839,0.46511077880859375,15.85
2019-11-15,4.75,22.39,85.25,0.53,0.4585882822672526,0.4510669708251953,17.56
2019-11-16,7.15,22.53,82.98,0.6,0.4647420247395833,0.4503122965494792,19.17
2019-11-17,9.02,22.05,81.44,0.19,0.4738483428955078,0.4587745666503906,19.39
2019-11-18,3.58,21.79,87.37,0.46,0.4630025227864583,0.45920372009277344,15.29
2019-11-19,5.63,21.9,85.82,0.36,0.46322377522786456,0.45584678649902344,16.46
2019-11-20,1.88,22.29,82.59,0.51,0.45907338460286456,0.4561608632405599,18.0
2019-11-21,4.18,21.88,83.51,0.59,0.4559275309244792,0.45188013712565106,18.88
2019-11-22,12.56,22.05,87.43,0.5,0.4679648081461589,0.45443153381347656,15.62
2019-11-23,9.4,22.48,81.79,0.64,0.4730428059895833,0.4759337107340495,18.83
2019-11-24,7.39,22.55,83.38,0.67,0.47297096252441406,0.47157923380533856,17.44
2019-11-25,3.59,22.85,82.77,0.82,0.46939531962076825,0.47133127848307294,17.78
2019-11-26,3.24,23.52,78.45,1.14,0.45981407165527344,0.46396446228027344,18.89
2019-11-27,2.5,23.3,78.88,1.46,0.4473406473795573,0.4550482432047526,19.77
2019-11-28,2.72,23.09,80.17,1.49,0.44839922587076825,0.44858741760253906,18.5
2019-11-29,1.79,22.69,81.68,1.23,0.4357738494873047,0.441925048828125,18.88
2019-11-30,3.12,22.49,81.89,0.95,0.4345099131266276,0.43572743733723956,16.4
2019-12-01,3.42,22.02,83.63,1.1,0.43985748291015625,0.4330863952636719,17.78
2019-12-02,1.24,23.69,73.16,0.45,0.43120257059733075,0.4304027557373047,18.48
2019-12-03,7.04,24.26,74.64,0.4,0.43718846638997394,0.4278736114501953,12.99
2019-12-04,1.48,23.42,71.1,0.26,0.4397436777750651,0.433502197265625,18.37
2019-12-05,0.91,23.41,76.16,0.95,0.4267050425211589,0.4293403625488281,17.78
2019-12-06,0.82,22.89,74.86,1.28,0.4100914001464844,0.4231605529785156,18.46
2019-12-07,1.41,22.55,77.45,1.45,0.4051246643066406,0.41666412353515625,19.09
2019-12-08,1.26,22.55,75.06,1.35,0.3969472249348958,0.41078440348307294,19.42
2019-12-09,0.65,22.25,73.75,1.6,0.3872356414794922,0.40487416585286456,20.34
2019-12-10,0.43,21.53,68.98,1.49,0.3729718526204427,0.39827728271484375,21.03
2019-12-11,1.43,21.61,75.3,1.65,0.3639825185139974,0.3918100992838542,19.31
2019-12-12,2.43,21.3,78.84,1.62,0.3637396494547526,0.38687388102213544,18.3
2019-12-13,7.71,22.31,80.19,0.83,0.3945566813151042,0.3844381968180339,16.73
2019-12-14,3.01,23.01,73.35,0.05,0.4245929718017578,0.3908774058024089,17.05
2019-12-15,17.07,23.06,82.18,0.72,0.4295342763264974,0.3983847300211589,13.16
2019-12-16,14.37,22.45,80.45,1.41,0.43994585673014325,0.43903223673502606,18.55
2019-12-17,17.61,22.36,83.46,1.25,0.4375782012939453,0.44815699259440106,14.89
2019-12-18,5.19,23.52,76.52,0.22,0.43259938557942706,0.4376029968261719,15.43
2019-12-19,17.05,23.39,82.12,0.68,0.4670848846435547,0.4476947784423828,13.64
2019-12-20,27.46,22.86,85.68,0.91,0.4602305094401042,0.4598337809244792,12.71
2019-12-21,16.82,22.61,85.13,1.45,0.436431884765625,0.4469350179036458,15.0
2019-12-22,10.75,22.45,85.75,1.42,0.4672870635986328,0.4405142466227214,14.27
2019-12-23,1.51,23.78,75.85,0.58,0.45724932352701825,0.45001792907714844,18.55
2019-12-24,0.56,24.68,68.82,0.06,0.4331684112548828,0.44213612874348956,18.72
2019-12-25,3.84,23.76,73.11,0.34,0.42605845133463544,0.43378957112630206,14.06
2019-12-26,8.02,24.34,76.21,0.15,0.44111378987630206,0.4313971201578776,15.99
2019-12-27,5.06,23.45,83.76,0.95,0.4439582824707031,0.4524739583333333,12.62
2019-12-28,1.7,23.16,81.54,1.04,0.447696050008138,0.4490394592285156,16.23
2019-12-29,5.36,22.42,86.15,1.34,0.44670359293619794,0.44474538167317706,14.84
2019-12-30,8.26,22.31,83.7,1.24,0.4684588114420573,0.45698293050130206,15.75
2019-12-31,2.03,22.49,80.11,1.04,0.4556617736816406,0.4555193583170573,16.62
2020-01-01,1.54,23.24,76.55,1.19,0.4434986114501953,0.4493033091227214,18.6
2020-01-02,0.25,23.24,66.45,1.17,0.4281171162923177,0.4415302276611328,20.97
2020-01-03,0.1,23.13,62.85,1.03,0.41008885701497394,0.4317283630371094,21.92
2020-01-04,0.03,22.59,66.97,0.99,0.3942572275797526,0.4215615590413411,21.97
2020-01-05,0.53,23.45,68.53,1.18,0.38181495666503906,0.4121824900309245,19.12
2020-01-06,0.28,22.43,74.29,1.15,0.3728497823079427,0.4042949676513672,19.67
2020-01-07,0.17,23.01,72.5,1.18,0.36308542887369794,0.3969720204671224,19.96
2020-01-08,0.06,22.97,66.41,1.39,0.3503061930338542,0.38965733846028644,20.86
2020-01-09,0.0,21.7,65.76,1.79,0.335879643758138,0.382110595703125,21.56
2020-01-10,1.06,21.62,71.16,2.07,0.3261839548746745,0.3751227060953776,19.75
2020-01-11,4.11,21.79,75.66,1.89,0.3395862579345703,0.36999257405598956,18.94
2020-01-12,1.06,21.87,68.29,1.88,0.35121790568033856,0.3663450876871745,21.88
2020-01-13,1.39,21.7,70.33,1.99,0.33945592244466144,0.361911137898763,20.64
2020-01-14,7.44,21.66,75.71,1.93,0.37044715881347656,0.359005610148112,17.86
2020-01-15,2.67,22.22,73.62,1.3,0.3895956675211589,0.3608385721842448,19.0
2020-01-16,4.88,23.21,74.43,1.44,0.3962860107421875,0.36443201700846356,17.49
2020-01-17,4.7,23.26,78.92,1.81,0.4058856964111328,0.3723074595133464,14.33
2020-01-18,7.51,22.7,82.11,1.98,0.4139830271402995,0.3815466562906901,12.92
2020-01-19,8.03,22.77,79.85,1.53,0.428531010945638,0.3995176951090495,14.69
2020-01-20,11.66,24.08,79.06,0.8,0.42928441365559894,0.4126656850179036,16.5
2020-01-21,13.75,23.19,80.52,0.03,0.41804949442545575,0.42274920145670575,16.99
2020-01-22,6.94,22.78,81.43,0.36,0.4573478698730469,0.4297351837158203,15.86
2020-01-23,6.46,23.06,80.32,0.21,0.4473438262939453,0.4296531677246094,19.02
2020-01-24,3.16,23.26,79.96,0.51,0.4567991892496745,0.43742624918619794,18.86
2020-01-25,1.21,23.67,76.25,1.08,0.43275006612141925,0.432254155476888,20.84
2020-01-26,3.18,23.08,78.92,0.91,0.4275633494059245,0.42525355021158856,14.16
2020-01-27,2.28,23.35,79.43,0.45,0.4286823272705078,0.42252858479817706,16.52
2020-01-28,2.91,23.08,83.31,0.42,0.4296213785807292,0.4200401306152344,13.24
2020-01-29,2.72,23.32,81.43,0.41,0.4305063883463542,0.4195079803466797,14.9
2020-01-30,1.35,24.15,75.41,0.71,0.4238637288411458,0.4177513122558594,19.48
2020-01-31,1.01,23.9,73.86,1.14,0.4084358215332031,0.41265614827473956,19.31
2020-02-01,0.53,23.75,75.41,0.91,0.3942114512125651,0.4063568115234375,20.76
2020-02-02,3.9,24.34,77.44,1.13,0.38868268330891925,0.4000937143961589,17.12
2020-02-03,0.9,23.02,77.53,1.47,0.40019989013671875,0.3974812825520833,19.57
2020-02-04,0.33,22.64,68.05,1.38,0.3815116882324219,0.39269065856933594,23.63
2020-02-05,0.04,21.81,66.45,1.29,0.360317866007487,0.38561121622721356,24.03
2020-02-06,0.01,22.88,60.43,0.74,0.34225018819173175,0.3779481252034505,24.37
2020-02-07,1.97,24.72,63.2,0.8,0.3293406168619792,0.37041664123535156,22.77
2020-02-08,2.74,23.53,72.16,1.45,0.34134801228841144,0.3648490905761719,21.53
2020-02-09,0.09,22.59,64.6,1.62,0.3398621877034505,0.36036427815755206,23.96
2020-02-10,0.36,22.63,68.53,1.57,0.3212744394938151,0.3546803792317708,22.67
2020-02-11,3.24,22.59,73.21,1.49,0.31474049886067706,0.34943707784016925,20.19
2020-02-12,5.03,22.88,77.51,1.69,0.3482220967610677,0.34645525614420575,19.25
2020-02-13,4.93,22.91,76.92,1.68,0.37884966532389325,0.3465557098388672,21.09
2020-02-14,11.13,23.25,78.74,1.64,0.39999135335286456,0.35109392801920575,19.29
2020-02-15,13.22,23.53,77.38,1.37,0.4120432535807292,0.4053516387939453,21.27
2020-02-16,7.22,23.33,73.99,1.55,0.4160003662109375,0.4022369384765625,19.99
2020-02-17,3.89,23.59,72.74,1.44,0.42602284749348956,0.4118061065673828,19.29
2020-02-18,0.43,23.77,69.6,1.81,0.40275001525878906,0.40494410196940106,22.88
2020-02-19,4.05,23.77,77.63,1.9,0.39296913146972656,0.3962548573811849,19.96
2020-02-20,6.66,23.42,79.32,1.84,0.41634686787923175,0.3965555826822917,20.73
2020-02-21,4.52,23.67,78.23,1.18,0.4169445037841797,0.40064048767089844,17.8
2020-02-22,2.76,23.82,74.6,1.14,0.41168467203776044,0.4012737274169922,20.73
2020-02-23,3.31,23.3,76.1,1.1,0.4078070322672526,0.3989702860514323,18.98
2020-02-24,2.95,23.32,76.72,1.05,0.4077142079671224,0.3982137044270833,18.3
2020-02-25,2.89,23.79,72.45,0.85,0.39636484781901044,0.394711176554362,19.57
2020-02-26,3.46,24.15,78.1,1.01,0.4094104766845703,0.3951231638590495,20.83
2020-02-27,0.81,24.54,72.57,1.02,0.38925933837890625,0.3915233612060547,21.06
2020-02-28,0.63,23.63,69.02,1.51,0.37397511800130206,0.38486671447753906,25.07
2020-02-29,3.18,22.21,75.92,1.46,0.3638267517089844,0.37790679931640625,19.28
2020-03-01,2.7,22.57,72.71,1.27,0.37298838297526044,0.3741925557454427,20.75
2020-03-02,2.05,23.58,71.69,1.37,0.3782857259114583,0.371945063273112,21.59
2020-03-03,1.77,23.5,72.61,1.35,0.3695812225341797,0.3690528869628906,21.62
2020-03-04,0.4,23.87,67.14,1.46,0.35859044392903644,0.3651021321614583,25.91
2020-03-05,0.86,23.81,70.02,1.37,0.33855120340983075,0.35938771565755206,22.49
2020-03-06,1.86,24.39,70.6,1.06,0.33121172587076825,0.3543529510498047,22.78
2020-03-07,1.95,24.3,71.0,1.03,0.33318010965983075,0.35027313232421875,19.23
2020-03-08,5.28,23.04,77.47,1.62,0.3487110137939453,0.3477395375569661,17.66
2020-03-09,4.26,22.8,72.02,1.84,0.3801015218098958,0.34949493408203125,21.18
2020-03-10,2.86,23.4,71.32,1.4,0.37330182393391925,0.3514251708984375,18.23
2020-03-11,7.43,23.23,76.86,1.28,0.3818778991699219,0.3533140818277995,16.67
2020-03-12,2.97,23.97,72.4,1.06,0.3940137227376302,0.36553064982096356,20.01
2020-03-13,4.24,23.96,72.43,1.28,0.38961219787597656,0.3684031168619792,22.14
2020-03-14,2.84,23.65,72.81,1.57,0.38892682393391925,0.3707459767659505,22.54
2020-03-15,2.88,23.08,72.29,1.65,0.38489405314127606,0.37046368916829425,23.69
2020-03-16,2.22,23.08,72.51,1.68,0.37839825948079425,0.36860084533691406,21.21
2020-03-17,2.34,22.69,74.62,1.78,0.3714561462402344,0.36582310994466144,23.55
2020-03-18,2.11,22.88,69.05,1.63,0.3653380076090495,0.3622735341389974,25.02
2020-03-19,3.69,22.42,70.58,1.72,0.3710308074951172,0.35929298400878906,23.16
2020-03-20,6.49,23.05,71.07,1.64,0.3788992563883464,0.3586680094401042,21.59
2020-03-21,2.94,22.53,68.97,1.49,0.38903554280598956,0.36503855387369794,23.27
2020-03-22,8.68,22.46,72.64,1.52,0.3938477834065755,0.3682778676350911,22.53
2020-03-23,11.38,22.96,72.22,1.2,0.4024492899576823,0.38400014241536456,23.04
2020-03-24,14.14,23.48,76.51,1.18,0.4038836161295573,0.39511871337890625,21.91
2020-03-25,6.2,23.62,77.34,1.16,0.42215728759765625,0.395419438680013,18.73
2020-03-26,1.4,24.63,72.06,1.12,0.40953826904296875,0.3960889180501302,22.72
2020-03-27,0.32,24.37,63.97,1.47,0.3879108428955078,0.3883508046468099,26.71
2020-03-28,1.12,22.68,63.93,1.59,0.3645896911621094,0.3788687388102214,26.27
2020-03-29,3.6,22.7,67.29,1.55,0.3614203135172526,0.37139129638671875,24.53
2020-03-30,7.11,23.79,72.25,1.58,0.39237085978190106,0.369991938273112,22.5
2020-03-31,6.23,23.43,79.82,1.19,0.40367698669433594,0.3783607482910156,16.81
2020-04-01,13.95,24.48,76.73,0.36,0.4070313771565755,0.3889446258544922,18.78
2020-04-02,18.63,23.43,83.54,0.19,0.4441699981689453,0.41374842325846356,18.82
2020-04-03,5.29,24.19,80.13,0.67,0.44059308369954425,0.4158770243326823,17.02
2020-04-04,11.08,23.81,84.0,0.76,0.4253692626953125,0.42140960693359375,16.16
2020-04-05,25.71,23.64,86.47,0.7,0.4323628743489583,0.4380505879720052,18.67
2020-04-06,7.59,23.79,86.93,1.0,0.4526487986246745,0.44954554239908856,12.67
2020-04-07,1.87,24.18,84.79,1.23,0.4413153330485026,0.4429772694905599,16.99
2020-04-08,1.39,24.95,80.36,1.29,0.4294274648030599,0.43549219767252606,21.77
2020-04-09,0.2,25.33,75.1,0.89,0.4124615987141927,0.42614301045735675,24.22
2020-04-10,0.11,25.88,69.39,0.67,0.39122899373372394,0.41492335001627606,24.46
2020-04-11,2.96,25.85,73.51,0.79,0.380154291788737,0.4043458302815755,21.83
2020-04-12,0.77,26.24,65.87,1.13,0.3862291971842448,0.3977622985839844,23.99
2020-04-13,0.7,24.82,64.57,1.01,0.3649425506591797,0.38982391357421875,24.14
2020-04-14,1.05,24.55,63.83,1.3,0.3554197947184245,0.3821372985839844,26.75
2020-04-15,0.16,24.67,61.05,0.85,0.3373756408691406,0.374209721883138,26.0
2020-04-16,0.38,24.15,64.02,1.24,0.3214715321858724,0.36649322509765625,26.3
2020-04-17,0.73,23.66,68.87,1.35,0.30866750081380206,0.35932286580403644,24.46
2020-04-18,5.75,23.74,73.03,0.92,0.31040064493815106,0.3535989125569661,21.46
2020-04-19,2.72,23.87,79.9,0.39,0.367794672648112,0.35181935628255206,14.8
2020-04-20,1.88,24.35,80.13,0.47,0.3655821482340495,0.35153834025065106,20.51
2020-04-21,2.44,24.6,80.35,0.72,0.36785443623860675,0.3501319885253906,21.21
2020-04-22,2.93,24.69,79.01,0.45,0.3671913146972656,0.34870465596516925,20.01
2020-04-23,2.4,24.33,79.31,1.1,0.37183252970377606,0.3478813171386719,19.48
2020-04-24,0.12,24.85,69.75,1.34,0.3559214274088542,0.3460337320963542,24.91
2020-04-25,0.01,24.34,62.62,1.22,0.32825152079264325,0.341827392578125,25.88
2020-04-26,1.02,24.32,69.64,1.0,0.3076025644938151,0.3370443979899089,23.82
2020-04-27,0.81,24.77,71.15,1.16,0.2997894287109375,0.3330853780110677,22.12
2020-04-28,1.23,24.31,73.7,1.29,0.29354222615559894,0.32937049865722656,22.32
2020-04-29,4.01,23.98,80.42,1.17,0.30065663655598956,0.32648277282714844,16.42
2020-04-30,23.56,24.72,83.51,0.7,0.38701502482096356,0.33060773213704425,16.45
2020-05-01,32.31,23.82,89.82,0.63,0.4616750081380208,0.4187507629394531,11.29
2020-05-02,6.06,24.9,83.01,0.9,0.45297876993815106,0.4351520538330078,18.18
2020-05-03,6.73,24.7,81.46,0.86,0.4577312469482422,0.4420159657796224,17.61
2020-05-04,2.78,24.38,84.3,0.79,0.4387168884277344,0.4343179066975911,16.97
2020-05-05,2.65,25.02,81.74,0.42,0.43853759765625,0.42967478434244794,14.29
2020-05-06,1.22,25.06,77.43,0.73,0.42675336201985675,0.42532094319661456,19.59
2020-05-07,0.95,26.04,72.8,0.23,0.4086793263753255,0.4176623026529948,20.34
2020-05-08,0.45,26.31,74.17,0.32,0.3961652119954427,0.4098548889160156,19.84
2020-05-09,0.76,27.03,66.8,0.1,0.38142140706380206,0.40162404378255206,22.26
2020-05-10,0.71,26.51,70.17,0.6,0.371002197265625,0.3932005564371745,24.35
2020-05-11,1.09,26.43,73.46,0.26,0.356658935546875,0.38485972086588544,22.1
2020-05-12,1.32,25.9,76.17,0.31,0.3517767588297526,0.3778368631998698,22.53
2020-05-13,4.5,24.47,82.38,0.57,0.36377398173014325,0.37240854899088544,16.95
2020-05-14,7.49,24.77,81.24,0.53,0.38491185506184894,0.3703269958496094,20.35
2020-05-15,27.65,24.74,84.58,0.37,0.44081878662109375,0.40895970662434894,15.88
2020-05-16,8.61,25.3,80.33,0.19,0.44684410095214844,0.4262530008951823,15.44
2020-05-17,15.64,24.75,81.74,0.27,0.4497750600179036,0.42676671346028644,14.53
2020-05-18,0.99,25.64,75.73,0.22,0.4403788248697917,0.42801475524902344,20.11
2020-05-19,10.56,24.81,83.29,0.27,0.4495677947998047,0.4269695281982422,12.62
2020-05-20,4.01,24.85,83.43,0.22,0.4532922108968099,0.43822797139485675,18.49
2020-05-21,1.05,25.57,72.38,0.27,0.43731244405110675,0.43541526794433594,20.57
2020-05-22,8.72,25.59,77.5,0.49,0.4391791025797526,0.4298146565755208,17.82
2020-05-23,3.23,25.92,73.21,0.32,0.441586176554362,0.43747584025065106,17.67
2020-05-24,2.76,26.55,71.4,0.24,0.4298178354899089,0.43063799540201825,18.53
2020-05-25,4.33,26.13,76.69,0.09,0.42626063028971356,0.42553965250651044,18.28
2020-05-26,3.0,25.99,75.95,0.1,0.4296836853027344,0.4240989685058594,18.6
2020-05-27,3.12,24.96,77.02,0.27,0.4257456461588542,0.4233214060465495,19.46
2020-05-28,6.35,23.92,84.99,0.31,0.42673301696777344,0.4201984405517578,15.26
2020-05-29,8.89,23.54,84.42,0.22,0.4353160858154297,0.4255072275797526,17.93
2020-05-30,31.01,22.96,87.96,0.47,0.4602349599202474,0.44202105204264325,10.49
2020-05-31,16.98,22.83,91.58,0.25,0.4613348642985026,0.44875526428222656,12.31
2020-06-01,8.95,23.44,86.55,0.34,0.4583009084065755,0.4348551432291667,12.99
2020-06-02,4.22,24.2,84.03,0.63,0.45763905843098956,0.44194475809733075,18.63
2020-06-03,2.38,23.42,85.55,0.36,0.4463653564453125,0.4387194315592448,17.66
2020-06-04,1.6,24.67,80.41,0.23,0.4373404184977214,0.4330800374348958,22.6
2020-06-05,8.39,24.65,80.95,0.45,0.42498779296875,0.4265645345052083,22.03
2020-06-06,5.99,23.96,82.6,0.14,0.43488121032714844,0.4411519368489583,20.01
2020-06-07,8.71,24.04,83.33,0.28,0.4513804117838542,0.4410775502522786,16.31
2020-06-08,4.69,24.76,81.66,0.06,0.4540704091389974,0.4495830535888672,18.45
2020-06-09,5.29,24.58,81.71,0.36,0.44919586181640625,0.4458465576171875,16.78
2020-06-10,46.8,22.18,92.14,0.57,0.45620981852213544,0.4527740478515625,4.99
2020-06-11,1.37,23.04,81.97,0.46,0.4558340708414714,0.44688987731933594,18.03
2020-06-12,10.83,23.08,79.51,0.25,0.45151519775390625,0.460299809773763,18.01
2020-06-13,6.89,23.85,85.32,0.35,0.465420405069987,0.4559898376464844,18.29
2020-06-14,0.5,24.25,82.14,0.25,0.44569842020670575,0.4487953186035156,18.38
2020-06-15,3.13,24.34,84.24,0.44,0.4339040120442708,0.43888219197591144,19.6
2020-06-16,5.09,23.97,87.25,0.9,0.4414081573486328,0.4331703186035156,18.72
2020-06-17,1.33,23.72,83.86,0.64,0.43947919209798175,0.4326820373535156,22.55
2020-06-18,2.27,23.76,82.81,1.18,0.427029291788737,0.42682647705078125,22.03
2020-06-19,3.96,24.2,79.04,0.59,0.42242177327473956,0.42106882731119794,17.88
2020-06-20,3.05,23.72,81.97,0.82,0.4372520446777344,0.42205238342285156,15.25
2020-06-21,0.22,24.37,76.03,1.05,0.4170939127604167,0.4201819101969401,17.42
2020-06-22,1.2,23.84,77.86,1.28,0.39927419026692706,0.41351954142252606,20.34
2020-06-23,2.35,24.1,76.0,1.28,0.4073232014973958,0.4078839619954427,18.08
2020-06-24,0.05,24.35,61.61,1.3,0.3880106608072917,0.4023138682047526,24.35
2020-06-25,0.08,23.5,70.03,1.35,0.36441930135091144,0.3935864766438802,24.08
2020-06-26,4.98,23.4,81.52,1.19,0.37028757731119794,0.3864390055338542,15.1
2020-06-27,2.12,23.6,74.79,1.3,0.39435895284016925,0.38516807556152344,20.26
2020-06-28,1.84,24.0,75.9,1.0,0.37452443440755206,0.38139979044596356,20.04
2020-06-29,2.24,24.37,71.96,0.86,0.37211163838704425,0.37729835510253906,19.44
2020-06-30,1.01,24.26,69.58,0.87,0.3731486002604167,0.3738670349121094,21.36
2020-07-01,2.35,24.65,74.88,0.85,0.3649648030598958,0.3697630564371745,19.79
2020-07-02,2.34,24.69,76.8,0.58,0.3720467885335286,0.36693382263183594,16.36
2020-07-03,2.21,24.77,73.04,0.95,0.3639628092447917,0.3644854227701823,21.68
